UniProt ID,Gene,Protein name
Q99487,PAFAH2,Platelet-activating factor acetylhydrolase 2
O15078,CEP290,Centrosomal protein of 290 kDa
Q16181,SEPTIN7,Septin-7
Q03518,TAP1,Antigen peptide transporter 1
O60603,TLR2,Toll-like receptor 2
Q68DV7,RNF43,E3 ubiquitin-protein ligase RNF43
Q9UHJ6,SHPK,Sedoheptulokinase
P49137,MAPKAPK2,MAP kinase-activated protein kinase 2
P04183,TK1,Thymidine kinase
P19526,FUT1,Galactoside alpha-(1
P22528,SPRR1B,Cornifin-B
O15211,RGL2,Ral guanine nucleotide dissociation stimulator-like 2
P15248,IL9,Interleukin-9
P78358,CTAG1A,
O15294,OGT,UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit
Q8TEW0,PARD3,Partitioning defective 3 homolog
P07766,CD3E,T-cell surface glycoprotein CD3 epsilon chain
P51815,ZNF75D,Zinc finger protein 75D
O60237,PPP1R12B,Protein phosphatase 1 regulatory subunit 12B
Q2M296,MTHFSD,Methenyltetrahydrofolate synthase domain-containing protein
Q96F10,SAT2,Thialysine N-epsilon-acetyltransferase
Q9HCM3,KIAA1549,UPF0606 protein KIAA1549
Q6UY09,CEACAM20,Carcinoembryonic antigen-related cell adhesion molecule 20
Q92817,EVPL,Envoplakin
P09914,IFIT1,Interferon-induced protein with tetratricopeptide repeats 1
Q6P5Z2,PKN3,Serine/threonine-protein kinase N3
Q6ZVL6,KIAA1549L,UPF0606 protein KIAA1549L
Q5VUJ9,EFCAB2,Dynein regulatory complex protein 8
Q9HC77,CENPJ,Centromere protein J
Q9ULD2,MTUS1,Microtubule-associated tumor suppressor 1
P30279,CCND2,G1/S-specific cyclin-D2
Q8IV48,ERI1,3'-5' exoribonuclease 1
P25092,GUCY2C,Guanylyl cyclase C
Q9NYJ8,TAB2,TGF-beta-activated kinase 1 and MAP3K7-binding protein 2
Q495A1,TIGIT,T-cell immunoreceptor with Ig and ITIM domains
P78317,RNF4,E3 ubiquitin-protein ligase RNF4
P50454,SERPINH1,Serpin H1
O00422,SAP18,Histone deacetylase complex subunit SAP18
Q96AT9,RPE,Ribulose-phosphate 3-epimerase
P20702,ITGAX,Integrin alpha-X
O95997,PTTG1,Securin
P51948,MNAT1,CDK-activating kinase assembly factor MAT1
Q9BW66,CINP,Cyclin-dependent kinase 2-interacting protein
P49454,CENPF,Centromere protein F
Q92973,TNPO1,Transportin-1
P43357,MAGEA3,Melanoma-associated antigen 3
Q9UJ99,CDH22,Cadherin-22
P53420,COL4A4,Collagen alpha-4(IV) chain
Q99963,SH3GL3,Endophilin-A3
O14717,TRDMT1,tRNA (cytosine(38)-C(5))-methyltransferase
Q7Z6I6,ARHGAP30,Rho GTPase-activating protein 30
Q9Y4G8,RAPGEF2,Rap guanine nucleotide exchange factor 2
Q6P995,FAM171B,Protein FAM171B
P78540,ARG2,Arginase-2
Q9NQ84,GPRC5C,G-protein coupled receptor family C group 5 member C
Q14204,DYNC1H1,Cytoplasmic dynein 1 heavy chain 1
Q6UXC1,MAMDC4,Apical endosomal glycoprotein
P26639,TARS1,Threonine--tRNA ligase 1
Q32MZ4,LRRFIP1,Leucine-rich repeat flightless-interacting protein 1
O43663,PRC1,Protein regulator of cytokinesis 1
Q7Z6P3,RAB44,Ras-related protein Rab-44
Q8WWF5,ZNRF4,E3 ubiquitin-protein ligase ZNRF4
O75843,AP1G2,AP-1 complex subunit gamma-like 2
Q9UHY7,ENOPH1,Enolase-phosphatase E1
Q96NB3,ZNF830,Zinc finger protein 830
Q9Y2J4,AMOTL2,Angiomotin-like protein 2
P33764,S100A3,Protein S100-A3
Q15796,SMAD2,Mothers against decapentaplegic homolog 2
Q9UMX5,NENF,Neudesin
O43768,ENSA,Alpha-endosulfine
P18754,RCC1,Regulator of chromosome condensation
P49366,DHPS,Deoxyhypusine synthase
P21695,GPD1,Glycerol-3-phosphate dehydrogenase [NAD(+)]
P01266,TG,Thyroglobulin
P36873,PPP1CC,Serine/threonine-protein phosphatase PP1-gamma catalytic subunit
P31785,IL2RG,Cytokine receptor common subunit gamma
Q8WUD1,RAB2B,Ras-related protein Rab-2B
Q13410,BTN1A1,Butyrophilin subfamily 1 member A1
Q49A26,GLYR1,Cytokine-like nuclear factor N-PAC
P56851,EDDM3B,Epididymal secretory protein E3-beta
Q9HC57,WFDC1,WAP four-disulfide core domain protein 1
Q9GZZ8,LACRT,Extracellular glycoprotein lacritin
P63146,UBE2B,Ubiquitin-conjugating enzyme E2 B
P52848,NDST1,Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 1
Q14641,INSL4,Early placenta insulin-like peptide
Q96IQ7,VSIG2,V-set and immunoglobulin domain-containing protein 2
Q6PKG0,LARP1,La-related protein 1
Q6UW88,EPGN,Epigen
O60749,SNX2,Sorting nexin-2
Q9BU02,THTPA,Thiamine-triphosphatase
P35249,RFC4,Replication factor C subunit 4
Q9Y5E8,PCDHB15,Protocadherin beta-15
Q13287,NMI,N-myc-interactor
O95433,AHSA1,Activator of 90 kDa heat shock protein ATPase homolog 1
P05091,ALDH2,Aldehyde dehydrogenase
P49354,FNTA,Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha
Q9UKM9,RALY,RNA-binding protein Raly
Q06643,LTB,Lymphotoxin-beta
P20807,CAPN3,Calpain-3
Q8NEB7,ACRBP,Acrosin-binding protein
O75351,VPS4B,Vacuolar protein sorting-associated protein 4B
Q92485,SMPDL3B,Acid sphingomyelinase-like phosphodiesterase 3b
Q9BZW2,SLC13A1,Solute carrier family 13 member 1
O15213,WDR46,WD repeat-containing protein 46
Q9P000,COMMD9,COMM domain-containing protein 9
O75460,ERN1,Serine/threonine-protein kinase/endoribonuclease IRE1
Q8IYS2,KIAA2013,Uncharacterized protein KIAA2013
Q96RE7,NACC1,Nucleus accumbens-associated protein 1
Q6B8I1,DUSP13A,Dual specificity protein phosphatase 13A
O60941,DTNB,Dystrobrevin beta
O43504,LAMTOR5,Ragulator complex protein LAMTOR5
Q16891,IMMT,MICOS complex subunit MIC60
Q5VX71,SUSD4,Sushi domain-containing protein 4
Q8N5J2,MINDY1,Ubiquitin carboxyl-terminal hydrolase MINDY-1
Q8N0Z9,VSIG10,V-set and immunoglobulin domain-containing protein 10
Q86TE4,LUZP2,Leucine zipper protein 2
Q9NUW8,TDP1,Tyrosyl-DNA phosphodiesterase 1
Q9BW85,YJU2,Splicing factor YJU2
A1KZ92,PXDNL,Probable oxidoreductase PXDNL
Q8IY22,CMIP,C-Maf-inducing protein
Q9GZX6,IL22,Interleukin-22
Q6UW15,REG3G,Regenerating islet-derived protein 3-gamma
Q765P7,MTSS2,Protein MTSS 2
Q16549,PCSK7,Proprotein convertase subtilisin/kexin type 7
Q96A25,TMEM106A,Transmembrane protein 106A
P53384,NUBP1,Cytosolic Fe-S cluster assembly factor NUBP1
Q9H6E4,CCDC134,Coiled-coil domain-containing protein 134
O95166,GABARAP,Gamma-aminobutyric acid receptor-associated protein
P51808,DYNLT3,Dynein light chain Tctex-type 3
P29536,LMOD1,Leiomodin-1
P61812,TGFB2,Transforming growth factor beta-2 proprotein
P84022,SMAD3,Mothers against decapentaplegic homolog 3
P13051,UNG,Uracil-DNA glycosylase
Q6WCQ1,MPRIP,Myosin phosphatase Rho-interacting protein
Q9BQE9,BCL7B,B-cell CLL/lymphoma 7 protein family member B
O75528,TADA3,Transcriptional adapter 3
Q86SQ7,SDCCAG8,Serologically defined colon cancer antigen 8
P54652,HSPA2,Heat shock-related 70 kDa protein 2
Q92783,STAM,Signal transducing adapter molecule 1
Q9BRQ6,CHCHD6,MICOS complex subunit MIC25
Q9H2R5,KLK15,Kallikrein-15
Q9UHP3,USP25,Ubiquitin carboxyl-terminal hydrolase 25
Q8NG06,TRIM58,E3 ubiquitin-protein ligase TRIM58
Q86UX2,ITIH5,Inter-alpha-trypsin inhibitor heavy chain H5
P43627,KIR2DL2,Killer cell immunoglobulin-like receptor 2DL2
P43632,KIR2DS4,Killer cell immunoglobulin-like receptor 2DS4
Q9HD43,PTPRH,Receptor-type tyrosine-protein phosphatase H
Q8TBM8,DNAJB14,DnaJ homolog subfamily B member 14
Q96AQ6,PBXIP1,Pre-B-cell leukemia transcription factor-interacting protein 1
P21912,SDHB,Succinate dehydrogenase [ubiquinone] iron-sulfur subunit
Q96T91,GPHA2,Glycoprotein hormone alpha-2
Q9H8Y8,GORASP2,Golgi reassembly-stacking protein 2
Q9Y3L3,SH3BP1,SH3 domain-binding protein 1
A6NM11,LRRC37A2,Leucine-rich repeat-containing protein 37A2
Q14BN4,SLMAP,Sarcolemmal membrane-associated protein
P19525,EIF2AK2,Interferon-induced
Q7Z692,CEACAM19,Carcinoembryonic antigen-related cell adhesion molecule 19
Q9ULC4,MCTS1,Malignant T-cell-amplified sequence 1
Q15599,NHERF2,Na(+)/H(+) exchange regulatory cofactor NHE-RF2
Q03169,TNFAIP2,Tumor necrosis factor alpha-induced protein 2
Q7Z4H3,HDDC2,5'-deoxynucleotidase HDDC2
Q9Y5Q6,INSL5,Insulin-like peptide INSL5
P11387,TOP1,DNA topoisomerase 1
O60232,ZNRD2,Protein ZNRD2
Q6UW56,ATRAID,All-trans retinoic acid-induced differentiation factor
Q96K21,ZFYVE19,Abscission/NoCut checkpoint regulator
O43805,SSNA1,Microtubule nucleation factor SSNA1
P10415,BCL2,Apoptosis regulator Bcl-2
Q14160,SCRIB,Protein scribble homolog
O60245,PCDH7,Protocadherin-7
P33316,DUT,Deoxyuridine 5'-triphosphate nucleotidohydrolase
Q05193,DNM1,Dynamin-1
Q16819,MEP1A,Meprin A subunit alpha
O75071,EFCAB14,EF-hand calcium-binding domain-containing protein 14
Q15262,PTPRK,Receptor-type tyrosine-protein phosphatase kappa
Q6PL24,TMED8,Protein TMED8
O94988,FAM13A,Protein FAM13A
Q17RW2,COL24A1,Collagen alpha-1(XXIV) chain
O60502,OGA,Protein O-GlcNAcase
Q676U5,ATG16L1,Autophagy-related protein 16-1
Q86UU1,PHLDB1,Pleckstrin homology-like domain family B member 1
Q02750,MAP2K1,Dual specificity mitogen-activated protein kinase kinase 1
Q8IV16,GPIHBP1,Glycosylphosphatidylinositol-anchored high density lipoprotein-binding protein 1
P19075,TSPAN8,Tetraspanin-8
O75940,SMNDC1,Survival of motor neuron-related-splicing factor 30
Q8WXX5,DNAJC9,DnaJ homolog subfamily C member 9
Q6NUJ1,PSAPL1,Proactivator polypeptide-like 1
P14902,IDO1,Indoleamine 2
Q99733,NAP1L4,Nucleosome assembly protein 1-like 4
Q96RF0,SNX18,Sorting nexin-18
Q9UH65,SWAP70,Switch-associated protein 70
O00203,AP3B1,AP-3 complex subunit beta-1
Q9P013,CWC15,Spliceosome-associated protein CWC15 homolog
Q93033,CD101,Immunoglobulin superfamily member 2
Q674X7,KAZN,Kazrin
Q14258,TRIM25,E3 ubiquitin/ISG15 ligase TRIM25
Q14246,ADGRE1,Adhesion G protein-coupled receptor E1
Q96DE0,NUDT16,U8 snoRNA-decapping enzyme
Q9Y5S2,CDC42BPB,Serine/threonine-protein kinase MRCK beta
Q92890,UFD1,Ubiquitin recognition factor in ER-associated degradation protein 1
Q8N6M0,OTUD6B,Deubiquitinase OTUD6B
Q13443,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9
Q8IXQ3,C9orf40,Uncharacterized protein C9orf40
Q68D85,NCR3LG1,Natural cytotoxicity triggering receptor 3 ligand 1
P17181,IFNAR1,Interferon alpha/beta receptor 1
O43312,MTSS1,Protein MTSS 1
O43653,PSCA,Prostate stem cell antigen
P54577,YARS1,Tyrosine--tRNA ligase
Q2WEN9,CEACAM16,Carcinoembryonic antigen-related cell adhesion molecule 16
Q63HQ2,EGFLAM,Pikachurin
P53990,IST1,IST1 homolog
P21128,ENDOU,Uridylate-specific endoribonuclease
Q9UIM3,FKBPL,FK506-binding protein-like
P42081,CD86,T-lymphocyte activation antigen CD86
P20700,LMNB1,Lamin-B1
Q15172,PPP2R5A,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit alpha isoform
Q14011,CIRBP,Cold-inducible RNA-binding protein
O75830,SERPINI2,Serpin I2
P13284,IFI30,Gamma-interferon-inducible lysosomal thiol reductase
Q7Z569,BRAP,BRCA1-associated protein
Q8TF64,GIPC3,PDZ domain-containing protein GIPC3
Q8NHZ8,CDC26,Anaphase-promoting complex subunit CDC26
P49223,SPINT3,Kunitz-type protease inhibitor 3
Q9UMS0,NFU1,NFU1 iron-sulfur cluster scaffold homolog
Q6UWK7,GPR15LG,Protein GPR15LG
Q6BCY4,CYB5R2,NADH-cytochrome b5 reductase 2
Q9H2K0,MTIF3,Translation initiation factor IF-3
Q96BQ1,FAM3D,Protein FAM3D
O75781,PALM,Paralemmin-1
Q9HC56,PCDH9,Protocadherin-9
P48060,GLIPR1,Glioma pathogenesis-related protein 1
Q92499,DDX1,ATP-dependent RNA helicase DDX1
Q99447,PCYT2,Ethanolamine-phosphate cytidylyltransferase
Q9H910,JPT2,Jupiter microtubule associated homolog 2
P17568,NDUFB7,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7
Q9NPJ3,ACOT13,Acyl-coenzyme A thioesterase 13
P62330,ARF6,ADP-ribosylation factor 6
Q8IWZ8,SUGP1,SURP and G-patch domain-containing protein 1
O15182,CETN3,Centrin-3
Q96R05,RBP7,Retinoid-binding protein 7
